"path","bytes","sha256","action","reason","retainedEvidence"
"artifacts/manifests/paper_ready/final_v2/behavior_unit.stderr.txt","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","deleted","Closed new zero-byte execution log; contains no unique content","Phase-specific JSON audit receipts and nonempty logs in this directory"
"artifacts/manifests/paper_ready/final_v2/behavior_unit.stdout.txt","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","deleted","Closed new zero-byte execution log; contains no unique content","Phase-specific JSON audit receipts and nonempty logs in this directory"
"artifacts/manifests/paper_ready/final_v2/canvas.stderr.txt","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","deleted","Closed new zero-byte execution log; contains no unique content","Phase-specific JSON audit receipts and nonempty logs in this directory"
"artifacts/manifests/paper_ready/final_v2/canvas.stdout.txt","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","deleted","Closed new zero-byte execution log; contains no unique content","Phase-specific JSON audit receipts and nonempty logs in this directory"
"artifacts/manifests/paper_ready/final_v2/checks.stderr.txt","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","deleted","Closed new zero-byte execution log; contains no unique content","Phase-specific JSON audit receipts and nonempty logs in this directory"
"artifacts/manifests/paper_ready/final_v2/checks.stdout.txt","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","deleted","Closed new zero-byte execution log; contains no unique content","Phase-specific JSON audit receipts and nonempty logs in this directory"
"artifacts/manifests/paper_ready/final_v2/completion.stderr.txt","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","deleted","Closed new zero-byte execution log; contains no unique content","Phase-specific JSON audit receipts and nonempty logs in this directory"
"artifacts/manifests/paper_ready/final_v2/grid_io_repair.stderr.txt","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","deleted","Closed new zero-byte execution log; contains no unique content","Phase-specific JSON audit receipts and nonempty logs in this directory"
"artifacts/manifests/paper_ready/final_v2/preflight.stdout.txt","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","deleted","Closed new zero-byte execution log; contains no unique content","Phase-specific JSON audit receipts and nonempty logs in this directory"
"artifacts/manifests/paper_ready/final_v2/preflight3.stderr.txt","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","deleted","Closed new zero-byte execution log; contains no unique content","Phase-specific JSON audit receipts and nonempty logs in this directory"
"artifacts/manifests/paper_ready/final_v2/preflight3.stdout.txt","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","deleted","Closed new zero-byte execution log; contains no unique content","Phase-specific JSON audit receipts and nonempty logs in this directory"
"artifacts/manifests/paper_ready/final_v2/prior_figures_complete.stderr.txt","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","deleted","Closed new zero-byte execution log; contains no unique content","Phase-specific JSON audit receipts and nonempty logs in this directory"
"artifacts/manifests/paper_ready/final_v2/prior_figures_complete.stdout.txt","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","deleted","Closed new zero-byte execution log; contains no unique content","Phase-specific JSON audit receipts and nonempty logs in this directory"
"artifacts/manifests/paper_ready/final_v2/prior_figures.stderr.txt","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","deleted","Closed new zero-byte execution log; contains no unique content","Phase-specific JSON audit receipts and nonempty logs in this directory"
"artifacts/manifests/paper_ready/final_v2/prior_figures.stdout.txt","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","deleted","Closed new zero-byte execution log; contains no unique content","Phase-specific JSON audit receipts and nonempty logs in this directory"
"artifacts/manifests/paper_ready/final_v2/resolution.stderr.txt","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","deleted","Closed new zero-byte execution log; contains no unique content","Phase-specific JSON audit receipts and nonempty logs in this directory"
"artifacts/manifests/paper_ready/final_v2/resolution.stdout.txt","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","deleted","Closed new zero-byte execution log; contains no unique content","Phase-specific JSON audit receipts and nonempty logs in this directory"
"artifacts/manifests/paper_ready/final_v2/static.stderr.txt","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","deleted","Closed new zero-byte execution log; contains no unique content","Phase-specific JSON audit receipts and nonempty logs in this directory"
"artifacts/manifests/paper_ready/final_v2/unit.stderr.txt","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","deleted","Closed new zero-byte execution log; contains no unique content","Phase-specific JSON audit receipts and nonempty logs in this directory"
"artifacts/manifests/paper_ready/final_v2/unit.stdout.txt","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","deleted","Closed new zero-byte execution log; contains no unique content","Phase-specific JSON audit receipts and nonempty logs in this directory"
